ID,Name,Score,Vote #,State,Term End,Role,Party
J000295,Joyce (OH),0.5921725134296503,74,OH,2027-01-03,rep,R
J000302,Joyce (PA),0.5932253075278067,74,PA,2027-01-03,rep,R
K000398,Kean (NJ),0.6000034353927772,74,NJ,2027-01-03,rep,R
K000388,Kelly (MS),0.6618799280574446,74,MS,2027-01-03,rep,R
K000376,Kelly (PA),0.6029244464859972,74,PA,2027-01-03,rep,R
K000399,Kiggans (VA),0.5913257131153817,74,VA,2027-01-03,rep,R
K000401,Kiley,0.4819581812239944,74,CA,2027-01-03,rep,R
K000397,Kim (CA),0.5445664951095224,74,CA,2027-01-03,rep,R
K000392,Kustoff,0.5838715910277898,74,TN,2027-01-03,rep,R
L000585,LaHood,0.5803275578097449,74,IL,2027-01-03,rep,R
L000598,LaLota,0.46798713992385405,74,NY,2027-01-03,rep,R
L000578,LaMalfa,0.4628371029510301,68,CA,2026-01-05,rep,R
L000564,Lamborn,0.6725581132436451,36,CO,2025-01-03,rep,R
L000600,Langworthy,0.4998052475268539,74,NY,2027-01-03,rep,R
L000566,Latta,0.6265655162231967,74,OH,2027-01-03,rep,R
L000266,LaTurner,0.6664752835508746,36,KS,2025-01-03,rep,R
L000599,Lawler,0.46573855073843823,74,NY,2027-01-03,rep,R
L000597,Lee (FL),0.5286532777007152,74,FL,2027-01-03,rep,R
L000590,Lee (NV),0.496894821614983,74,NV,2027-01-03,rep,D
L000589,Lesko,0.6452844197895165,36,AZ,2025-01-03,rep,R
L000595,Letlow,0.5676554300545312,74,LA,2027-01-03,rep,R
L000583,Loudermilk,0.5995265967060942,74,GA,2027-01-03,rep,R
L000491,Lucas,0.5353447982134958,74,OK,2027-01-03,rep,R
L000569,Luetkemeyer,0.6799115396008262,36,MO,2025-01-03,rep,R
L000596,Luna,0.5385449657869014,74,FL,2027-01-03,rep,R
L000603,Luttrell,0.61294247600595,74,TX,2027-01-03,rep,R
M000194,Mace,0.6600654186320362,74,SC,2027-01-03,rep,R
M000317,Malliotakis,0.5398826254924566,74,NY,2027-01-03,rep,R
M000871,Mann,0.5415857688119937,74,KS,2027-01-03,rep,R
M001184,Massie,0.6464952133672875,74,KY,2027-01-03,rep,R
M001199,Mast,0.5750664620409447,74,FL,2027-01-03,rep,R
M001157,McCaul,0.6533153803158872,74,TX,2027-01-03,rep,R
M001136,McClain,0.6015231364882886,74,MI,2027-01-03,rep,R
M001177,McClintock,0.50123896733915,74,CA,2027-01-03,rep,R
M001218,McCormick,0.6103446677627662,74,GA,2027-01-03,rep,R
M001156,McHenry,0.6606917469167286,36,NC,2025-01-03,rep,R
M001204,Meuser,0.5924098962919749,74,PA,2027-01-03,rep,R
M001211,Miller (IL),0.5976850379687313,74,IL,2027-01-03,rep,R
M001222,Miller (OH),0.5304482734492004,74,OH,2027-01-03,rep,R
M001205,Miller (WV),0.5943456588484746,74,WV,2027-01-03,rep,R
M001215,Miller-Meeks,0.5744435204165939,74,IA,2027-01-03,rep,R
M001216,Mills,0.5369497192656726,74,FL,2027-01-03,rep,R
M001221,Molinaro,0.5892679066971218,36,NY,2025-01-03,rep,R
M001194,Moolenaar,0.6106014938784687,74,MI,2027-01-03,rep,R
M001195,Mooney,0.6004380747643887,36,WV,2025-01-03,rep,R
M001212,Moore (AL),0.6613620722919139,74,AL,2027-01-03,rep,R
M001213,Moore (UT),0.5828993175708307,74,UT,2027-01-03,rep,R
M001224,Moran,0.6341706916796023,74,TX,2027-01-03,rep,R
M001217,Moskowitz,0.5189710872709028,74,FL,2027-01-03,rep,D
M001210,Murphy,0.5556221051760845,74,NC,2027-01-03,rep,R
N000026,Nehls,0.5972802542755602,74,TX,2027-01-03,rep,R
N000189,Newhouse,0.5058210420936508,74,WA,2027-01-03,rep,R
N000190,Norman,0.5758612559161121,74,SC,2027-01-03,rep,R
N000193,Nunn (IA),0.5758611426191623,74,IA,2027-01-03,rep,R
O000019,Obernolte,0.546178070962799,74,CA,2027-01-03,rep,R
O000175,Ogles,0.6342244058929996,74,TN,2027-01-03,rep,R
O000086,Owens,0.5625033521524346,74,UT,2027-01-03,rep,R
P000609,Palmer,0.5567658283259975,74,AL,2027-01-03,rep,R
P000614,Pappas,0.531533575754844,74,NH,2027-01-03,rep,D
G000600,Perez,0.5485444391605355,74,WA,2027-01-03,rep,D
P000605,Perry,0.546660847237947,74,PA,2027-01-03,rep,R
P000048,Pfluger,0.6128667552726457,74,TX,2027-01-03,rep,R
P000599,Posey,0.666199014944626,36,FL,2025-01-03,rep,R
R000610,Reschenthaler,0.6391047166671275,74,PA,2027-01-03,rep,R
M001159,Rodgers (WA),0.6109169976366484,36,WA,2025-01-03,rep,R
R000575,Rogers (AL),0.6213323762181264,74,AL,2027-01-03,rep,R
R000395,Rogers (KY),0.5663598072402406,74,KY,2027-01-03,rep,R
R000612,Rose,0.5575092451650464,74,TN,2027-01-03,rep,R
R000103,Rosendale,0.6358265130787094,36,MT,2025-01-03,rep,R
R000603,Rouzer,0.570807432836423,74,NC,2027-01-03,rep,R
R000614,Roy,0.6169660890270355,74,TX,2027-01-03,rep,R
R000609,Rutherford,0.6591624353501666,74,FL,2027-01-03,rep,R
R000579,Ryan,0.5083625628051659,74,NY,2027-01-03,rep,D
S000168,Salazar,0.5699756650112374,74,FL,2027-01-03,rep,R
S001222,Santos,0.500361524069314,21,NY,2023-12-01,rep,R
S001176,Scalise,0.655732172556767,74,LA,2027-01-03,rep,R
S001183,Schweikert,0.4974398716723653,74,AZ,2027-01-03,rep,R
S001189,"Scott, Austin",0.624570524582797,74,GA,2027-01-03,rep,R
S001224,Self,0.6283336810060872,74,TX,2027-01-03,rep,R
S000250,Sessions,0.5884643613903822,74,TX,2027-01-03,rep,R
S001207,Sherrill,0.5315953915815304,68,NJ,2025-11-20,rep,D
S001148,Simpson,0.6064911847271753,74,ID,2027-01-03,rep,R
S001195,Smith (MO),0.5861843537818651,74,MO,2027-01-03,rep,R
S001172,Smith (NE),0.561728681628671,74,NE,2027-01-03,rep,R
S000522,Smith (NJ),0.6576634218001396,74,NJ,2027-01-03,rep,R
S001199,Smucker,0.5590178295661532,74,PA,2027-01-03,rep,R
S001209,Spanberger,0.6110748913575008,36,VA,2025-01-03,rep,D
S000929,Spartz,0.5846958335094844,74,IN,2027-01-03,rep,R
S001212,Stauber,0.5701021243269845,74,MN,2027-01-03,rep,R
S001135,Steel,0.6378211037628332,36,CA,2025-01-03,rep,R
S001196,Stefanik,0.5579832369163865,74,NY,2027-01-03,rep,R
S001213,Steil,0.547899256758567,74,WI,2027-01-03,rep,R
S001192,Stewart,0.5664730776057151,18,UT,2023-09-15,rep,R
S001220,Strong,0.6373463101612105,74,AL,2027-01-03,rep,R
T000478,Tenney,0.5977149406956518,74,NY,2027-01-03,rep,R
T000467,Thompson (PA),0.555632740437903,74,PA,2027-01-03,rep,R
T000165,Tiffany,0.6200770942210674,74,WI,2027-01-03,rep,R
T000480,Timmons,0.6404218909821714,74,SC,2027-01-03,rep,R
T000463,Turner,0.5111381885666371,74,OH,2027-01-03,rep,R
V000129,Valadao,0.5020357974494111,74,CA,2027-01-03,rep,R
V000133,Van Drew,0.5655090623053493,74,NJ,2027-01-03,rep,R
V000134,Van Duyne,0.49370904035496094,74,TX,2027-01-03,rep,R
V000135,Van Orden,0.5394863973075495,74,WI,2027-01-03,rep,R
W000812,Wagner,0.5098610889191416,74,MO,2027-01-03,rep,R
W000798,Walberg,0.5648684071843109,74,MI,2027-01-03,rep,R
W000823,Waltz,0.6169150368000085,36,FL,2025-01-20,rep,R
W000814,Weber (TX),0.6379392692055258,74,TX,2027-01-03,rep,R
W000806,Webster (FL),0.6264205045168802,74,FL,2027-01-03,rep,R
W000815,Wenstrup,0.6395458482876262,36,OH,2025-01-03,rep,R
W000821,Westerman,0.6034004505628979,74,AR,2027-01-03,rep,R
W000828,Williams (NY),0.5553004960062546,36,NY,2025-01-03,rep,R
W000816,Williams (TX),0.6155237958249856,74,TX,2027-01-03,rep,R
W000795,Wilson (SC),0.5894051001588297,74,SC,2027-01-03,rep,R
W000804,Wittman,0.5684821204052489,74,VA,2027-01-03,rep,R
W000809,Womack,0.5058381306947664,74,AR,2027-01-03,rep,R
Y000067,Yakym,0.5733337368401745,74,IN,2027-01-03,rep,R
Z000018,Zinke,0.5892804579474377,74,MT,2027-01-03,rep,R
M001165,McCarthy,0.6223351109877913,14,CA,2023-12-31,rep,R
M001227,McClellan,0.5448225617234292,71,VA,2027-01-03,rep,D
A000380,Amo,0.5260628152514918,55,RI,2027-01-03,rep,D
M001228,Maloy,0.6553905198069462,54,UT,2027-01-03,rep,R
B001267,Bennet (D-CO),0.6665386784625803,161,CO,2029-01-03,sen,D
B001277,Blumenthal (D-CT),0.6684521866377596,161,CT,2029-01-03,sen,D
B001288,Booker (D-NJ),0.669070609478586,161,NJ,2027-01-03,sen,D
C000127,Cantwell (D-WA),0.6360076131900754,161,WA,2031-01-03,sen,D
C000141,Cardin (D-MD),0.7101509677236533,73,MD,2025-01-03,sen,D
C000174,Carper (D-DE),0.743043748369638,73,DE,2025-01-03,sen,D
C001088,Coons (D-DE),0.687408934816732,161,DE,2027-01-03,sen,D
C001113,Cortez Masto (D-NV),0.6788363570255306,161,NV,2029-01-03,sen,D
D000622,Duckworth (D-IL),0.6394753628340599,161,IL,2029-01-03,sen,D
G000555,Gillibrand (D-NY),0.6256229324322885,161,NY,2031-01-03,sen,D
H001076,Hassan (D-NH),0.6660568228099135,161,NH,2029-01-03,sen,D
H001046,Heinrich (D-NM),0.6954435852434745,161,NM,2031-01-03,sen,D
H000273,Hickenlooper (D-CO),0.6665386784625803,161,CO,2027-01-03,sen,D
H001042,Hirono (D-HI),0.6310419833642579,161,HI,2031-01-03,sen,D
K000384,Kaine (D-VA),0.6901482830350939,161,VA,2031-01-03,sen,D
K000377,Kelly (D-AZ),0.704321436279091,161,AZ,2029-01-03,sen,D
K000383,King (I-ME),0.6413246864724661,161,ME,2031-01-03,sen,I
K000367,Klobuchar (D-MN),0.6821481087480223,161,MN,2031-01-03,sen,D
L000570,Lujan (D-NM),0.6954435852434745,161,NM,2027-01-03,sen,D
M000133,Markey (D-MA),0.6008021959865667,161,MA,2027-01-03,sen,D
M000639,Menendez (D-NJ),0.7148418349263448,67,NJ,2024-08-20,sen,D
M001176,Merkley (D-OR),0.644763398800482,161,OR,2027-01-03,sen,D
M001169,Murphy (D-CT),0.6684521866377596,161,CT,2031-01-03,sen,D
M001111,Murray (D-WA),0.6360076131900754,161,WA,2029-01-03,sen,D
O000174,Ossoff (D-GA),0.7261902499024044,161,GA,2027-01-03,sen,D
P000145,Padilla (D-CA),0.6354552771458262,161,CA,2029-01-03,sen,D
P000603,Paul (R-KY),0.7191899153587468,161,KY,2029-01-03,sen,R
R000122,Reed (D-RI),0.6563849981331709,161,RI,2027-01-03,sen,D
R000608,Rosen (D-NV),0.6788363570255306,161,NV,2031-01-03,sen,D
S000033,Sanders (I-VT),0.635761478872757,161,VT,2031-01-03,sen,I
S001194,Schatz (D-HI),0.6310419833642579,161,HI,2029-01-03,sen,D
S000148,Schumer (D-NY),0.6256229324322885,161,NY,2029-01-03,sen,D
S001181,Shaheen (D-NH),0.6660568228099135,161,NH,2027-01-03,sen,D
S001191,Sinema (I-AZ),0.7497801902691325,73,AZ,2025-01-03,sen,I
S001203,Smith (D-MN),0.6821481087480223,161,MN,2027-01-03,sen,D
V000128,Van Hollen (D-MD),0.6372236979909024,161,MD,2029-01-03,sen,D
W000805,Warner (D-VA),0.6901482830350939,161,VA,2027-01-03,sen,D
W000790,Warnock (D-GA),0.7261902499024044,161,GA,2029-01-03,sen,D
W000817,Warren (D-MA),0.6008021959865667,161,MA,2031-01-03,sen,D
W000800,Welch (D-VT),0.635761478872757,161,VT,2029-01-03,sen,D
W000802,Whitehouse (D-RI),0.6563849981331709,161,RI,2031-01-03,sen,D
D000563,Durbin (D-IL),0.6394753628340599,161,IL,2027-01-03,sen,D
F000062,Feinstein (D-CA),0.5905987412587412,26,CA,2023-09-28,sen,D
T000476,Tillis (R-NC),0.7009301859312241,161,NC,2027-01-03,sen,R
B001230,Baldwin (D-WI),0.6927855324791012,161,WI,2031-01-03,sen,D
B001261,Barrasso (R-WY),0.8081588370368478,161,WY,2031-01-03,sen,R
B001243,Blackburn (R-TN),0.7425645562567247,161,TN,2031-01-03,sen,R
B001236,Boozman (R-AR),0.7190993958726865,161,AR,2029-01-03,sen,R
B001310,Braun (R-IN),0.7579536307867912,73,IN,2025-01-03,sen,R
B001319,Britt (R-AL),0.7280514959644786,161,AL,2029-01-03,sen,R
B000944,Brown (D-OH),0.7515115596231767,73,OH,2025-01-03,sen,D
B001305,Budd (R-NC),0.7009301859312241,161,NC,2029-01-03,sen,R
C001047,Capito (R-WV),0.7300959908104702,161,WV,2027-01-03,sen,R
C001070,Casey (D-PA),0.7474187358532273,73,PA,2025-01-03,sen,D
C001075,Cassidy (R-LA),0.740817489561578,161,LA,2027-01-03,sen,R
C001035,Collins (R-ME),0.6413246864724661,161,ME,2027-01-03,sen,R
C001056,Cornyn (R-TX),0.7074551755518308,161,TX,2027-01-03,sen,R
C001095,Cotton (R-AR),0.7190993958726865,161,AR,2027-01-03,sen,R
C001096,Cramer (R-ND),0.7656091090804068,161,ND,2031-01-03,sen,R
C000880,Crapo (R-ID),0.767842479558865,161,ID,2029-01-03,sen,R
C001098,Cruz (R-TX),0.7074551755518308,161,TX,2031-01-03,sen,R
D000618,Daines (R-MT),0.7426756286767097,161,MT,2027-01-03,sen,R
E000295,Ernst (R-IA),0.7147048260777908,161,IA,2027-01-03,sen,R
F000479,Fetterman (D-PA),0.6935484634374174,161,PA,2029-01-03,sen,D
F000463,Fischer (R-NE),0.7188423913012384,161,NE,2031-01-03,sen,R
G000359,Graham (R-SC),0.7322916280057641,161,SC,2027-01-03,sen,R
G000386,Grassley (R-IA),0.7147048260777908,161,IA,2029-01-03,sen,R
H000601,Hagerty (R-TN),0.7425645562567247,161,TN,2027-01-03,sen,R
H001089,Hawley (R-MO),0.7156570179932994,161,MO,2031-01-03,sen,R
H001061,Hoeven (R-ND),0.7656091090804068,161,ND,2029-01-03,sen,R
H001079,Hyde-Smith (R-MS),0.7243791235295391,161,MS,2027-01-03,sen,R
J000293,Johnson (R-WI),0.6927855324791012,161,WI,2029-01-03,sen,R
K000393,Kennedy (R-LA),0.740817489561578,161,LA,2029-01-03,sen,R
L000575,Lankford (R-OK),0.7133193626427775,161,OK,2029-01-03,sen,R
L000577,Lee (R-UT),0.7264722550232128,161,UT,2029-01-03,sen,R
L000571,Lummis (R-WY),0.8081588370368478,161,WY,2027-01-03,sen,R
M001183,Manchin (D-WV),0.7751682116432724,73,WV,2025-01-03,sen,D
M001198,Marshall (R-KS),0.7181997890290784,161,KS,2027-01-03,sen,R
M000355,McConnell (R-KY),0.7191899153587468,161,KY,2027-01-03,sen,R
M000934,Moran (R-KS),0.7181997890290784,161,KS,2029-01-03,sen,R
M001190,Mullin (R-OK),0.7133193626427775,161,OK,2026-03-23,sen,R
M001153,Murkowski (R-AK),0.745537873939209,161,AK,2029-01-03,sen,R
P000595,Peters (D-MI),0.6971131586412167,161,MI,2027-01-03,sen,D
R000618,Ricketts (R-NE),0.7188423913012384,161,NE,2027-01-03,sen,R
R000584,Risch (R-ID),0.767842479558865,161,ID,2027-01-03,sen,R
R000615,Romney (R-UT),0.7700417262689,73,UT,2025-01-03,sen,R
R000605,Rounds (R-SD),0.7250853936216175,161,SD,2027-01-03,sen,R
R000595,Rubio (R-FL),0.7244460795082532,76,FL,2025-01-20,sen,R
S001227,Schmitt (R-MO),0.7156570179932994,161,MO,2029-01-03,sen,R
S001217,Scott (R-FL),0.7021471482260631,161,FL,2031-01-03,sen,R
S001184,Scott (R-SC),0.7322916280057641,161,SC,2029-01-03,sen,R
S000770,Stabenow (D-MI),0.7452509328808603,73,MI,2025-01-03,sen,D
S001198,Sullivan (R-AK),0.745537873939209,161,AK,2027-01-03,sen,R
T000464,Tester (D-MT),0.7613603833983635,73,MT,2025-01-03,sen,D
T000250,Thune (R-SD),0.7250853936216175,161,SD,2029-01-03,sen,R
T000278,Tuberville (R-AL),0.7280514959644786,161,AL,2027-01-03,sen,R
V000137,Vance (R-OH),0.7282834634181691,74,OH,2025-01-09,sen,R
W000437,Wicker (R-MS),0.7243791235295391,161,MS,2031-01-03,sen,R
W000779,Wyden (D-OR),0.644763398800482,161,OR,2029-01-03,sen,D
Y000064,Young (R-IN),0.7231588718412099,161,IN,2029-01-03,sen,R
B001320,Butler (D-CA),0.7337019381198822,42,CA,2024-12-08,sen,D
S001201,Suozzi,0.5299669547299519,48,NY,2027-01-03,rep,D
K000402,Kennedy,0.514546153774789,46,NY,2027-01-03,rep,D
F000480,Fong,0.5820075618314281,43,CA,2027-01-03,rep,R
L000604,Lopez,0.850084614453456,5,CO,2025-01-03,rep,R
R000619,Rulli,0.6050905436488617,43,OH,2027-01-03,rep,R
M001229,McIver,0.45241979938109056,42,NJ,2027-01-03,rep,D
L000605,Lee Carter,0.7524232608695652,2,TX,2025-01-03,rep,D
W000829,Wied,0.5968745326180384,40,WI,2027-01-03,rep,R
H001097,Helmy (D-NJ),0.9484036748329622,2,NJ,2024-12-08,sen,D
A000381,Ansari,0.45582382352941186,38,AZ,2027-01-03,rep,D
B001324,Bell,0.37382999488864543,38,MO,2027-01-03,rep,D
B001326,Bynum,0.5321834921230894,38,OR,2027-01-03,rep,D
C001123,Cisneros,0.5341341213625085,38,CA,2027-01-03,rep,D
C001136,Conaway,0.4351250924063069,38,NJ,2027-01-03,rep,D
D000635,Dexter,0.3808501525320318,38,OR,2027-01-03,rep,D
E000301,Elfreth,0.5232041953243188,38,MD,2027-01-03,rep,D
F000110,Fields,0.5145356897686995,38,LA,2027-01-03,rep,D
F000481,Figures,0.48022939566360623,38,AL,2027-01-03,rep,D
F000483,Friedman,0.42664359575907956,38,CA,2027-01-03,rep,D
G000602,Gillen,0.5480591806712213,38,NY,2027-01-03,rep,D
G000604,Goodlander,0.4958060076912758,38,NH,2027-01-03,rep,D
G000605,Gray,0.5000646063613805,38,CA,2027-01-03,rep,D
J000310,Johnson (TX),0.46122326108576095,38,TX,2027-01-03,rep,D
L000606,Latimer,0.441186285510065,38,NY,2027-01-03,rep,D
L000607,Liccardo,0.35926396120009024,38,CA,2027-01-03,rep,D
M001231,Mannion,0.48499983709835603,38,NY,2027-01-03,rep,D
M001238,McBride,0.49749209310589904,38,DE,2027-01-03,rep,D
M001232,McClain Delaney,0.4277546780205555,38,MD,2027-01-03,rep,D
M001237,McDonald Rivet,0.48671925697084917,38,MI,2027-01-03,rep,D
M001241,Min,0.4174507647191518,38,CA,2027-01-03,rep,D
M001234,Morrison,0.4955874376869393,38,MN,2027-01-03,rep,D
O000176,Olszewski,0.500176933514247,38,MD,2027-01-03,rep,D
P000621,Pou,0.4648490291489262,38,NJ,2027-01-03,rep,D
R000621,Randall,0.47777111256300175,38,WA,2027-01-03,rep,D
R000622,Riley (NY),0.5122514677770577,38,NY,2027-01-03,rep,D
R000620,Rivas,0.4146878953304759,38,CA,2027-01-03,rep,D
S001231,Simon,0.32093237085495147,38,CA,2027-01-03,rep,D
S001230,Subramanyam,0.4267153418240375,38,VA,2027-01-03,rep,D
T000491,Tran,0.5644373020527859,38,CA,2027-01-03,rep,D
V000138,Vindman,0.527521379007466,38,VA,2027-01-03,rep,D
W000830,Whitesides,0.5766447056169637,38,CA,2027-01-03,rep,D
O000177,Onder,0.6080685271997079,38,MO,2027-01-03,rep,R
B001321,Barrett,0.5163016022871298,38,MI,2027-01-03,rep,R
B001322,Baumgartner,0.5335063118349822,38,WA,2027-01-03,rep,R
B001323,Begich,0.5804305686090225,38,AK,2027-01-03,rep,R
B001325,Biggs (SC),0.5421342737722048,38,SC,2027-01-03,rep,R
B001327,Bresnahan,0.5031188643188643,38,PA,2027-01-03,rep,R
C001137,Crank,0.6039294574343232,38,CO,2027-01-03,rep,R
D000634,Downing,0.564543681155446,38,MT,2027-01-03,rep,R
E000300,Evans (CO),0.46607286720231117,38,CO,2027-01-03,rep,R
F000482,Fedorchak,0.6037699134199135,38,ND,2027-01-03,rep,R
F000484,Fine,0.549410109831944,29,FL,2027-01-03,rep,R
G000603,Gill (TX),0.5533890553703054,38,TX,2027-01-03,rep,R
G000601,Goldman (TX),0.5215753904878906,38,TX,2027-01-03,rep,R
H001098,Hamadeh (AZ),0.5651833556149733,38,AZ,2027-01-03,rep,R
H001099,Haridopolos,0.5943608175795766,38,FL,2027-01-03,rep,R
H001101,Harrigan,0.5817887176235661,38,NC,2027-01-03,rep,R
H001102,Harris (NC),0.6262890543239027,38,NC,2027-01-03,rep,R
H001100,Hurd (CO),0.5985024374830731,38,CO,2027-01-03,rep,R
J000311,Jack,0.6153521063591223,38,GA,2027-01-03,rep,R
K000403,Kennedy (UT),0.5802383390620679,38,UT,2027-01-03,rep,R
K000405,Knott,0.5254339112626993,38,NC,2027-01-03,rep,R
M001230,Mackenzie,0.45942181990603054,38,PA,2027-01-03,rep,R
M001240,McDowell,0.5270442979579343,38,NC,2027-01-03,rep,R
M001239,McGuire,0.6377902971746449,38,VA,2027-01-03,rep,R
M001233,Messmer,0.5407898864974836,38,IN,2027-01-03,rep,R
M001236,Moore (NC),0.5300780160916525,38,NC,2027-01-03,rep,R
M001235,Moore (WV),0.5170201200092946,38,WV,2027-01-03,rep,R
P000622,Patronis,0.5451271403996296,29,FL,2027-01-03,rep,R
S001228,Schmidt,0.5919797432784821,38,KS,2027-01-03,rep,R
S001229,Shreve,0.5496818181818183,38,IN,2027-01-03,rep,R
S001188,Stutzman,0.5373034050754898,38,IN,2027-01-03,rep,R
T000490,Taylor,0.5644783405204026,38,OH,2027-01-03,rep,R
T000489,Turner (TX),0.30302259810554805,4,TX,2025-03-04,rep,D
W000831,Walkinshaw,0.6696798010074518,11,VA,2027-01-03,rep,D
G000606,Grijalva,0.7701425977355266,10,AZ,2027-01-03,rep,D
A000382,Alsobrooks (D-MD),0.5417119086139535,88,MD,2031-01-03,sen,D
M001243,McCormick (R-PA),0.5976904673622445,88,PA,2031-01-03,sen,R
M001242,Moreno (R-OH),0.6185204707538243,88,OH,2031-01-03,sen,R
S001232,Sheehy (R-MT),0.6534441836996555,88,MT,2031-01-03,sen,R
J000312,Justice (R-WV),0.6476970386467992,87,WV,2031-01-03,sen,R
H001104,Husted (R-OH),0.6345099926019643,85,OH,2026-11-03,sen,R
M001244,Moody (R-FL),0.6349224554132593,85,FL,2026-11-03,sen,R
V000139,Van Epps,0.8538214285714285,6,TN,2027-01-03,rep,R
M001245,Menefee,0.8227333333333333,3,TX,2027-01-03,rep,D
